"Answer Reply","Customer Question","Product","Version"
"a. Go to Branding.
b. Check the hints under favicon.
c. Recommended size is 32 × 32 px.
d. Use the same size while uploading.","What is the recommended favicon size","Mail Server","3.9.0"
"a. Go to Branding – Web Mail.
b. Scroll to the bottom.
c. Click Reset.
d. Confirm if prompted.","How to reset branding settings to default","Mail Server","3.9.0"
"a. Go to Branding – Web Mail.
b. Select Logo URL instead of Upload logo.
c. Enter the logo URL.
d. Click Update.","How to remove an uploaded logo and switch back to URL mode","Mail Server","3.9.0"
"a. Navigate to Update module.
b. Click Check Update.
c. If message persists, it means your firmware is current.
d. Note: Updates appear only when released for your device version.","Why does the Update page show “No updates are available”","IPBX / VoIP","1.1.7"
"a. Open the Update tab.
b. Click Check Update.
c. Wait for server validation.
d. Review changelog if available.","How do I manually check for updates","IPBX / VoIP","1.1.7"
"a. Have enough disk space.
b. Ensure stable internet.
c. Have power backup connected.
d. Required to avoid device corruption.","What should I ensure before starting an update","IPBX / VoIP","1.1.7"
"a. Visit Update page.
b. Check the version table.
c. Look at the version label.
d. If empty, you're on latest release.","How do I confirm my current version number","IPBX / VoIP","1.1.7"
"a. It shows new features added.
b. Shows bugs fixed.
c. Shows security patches.
d. Helps judge update impact.","What does “change logs” mean in updates","IPBX / VoIP","1.1.7"
"a. Usually 2–5 minutes.
b. Depends on update size.
c. Device reboots automatically.
d. Do not interrupt.","How long does a Nexbro update take","IPBX / VoIP","1.1.7"
"a. Internet dropped.
b. Disk was full.
c. Power interruption occurred.
d. Retry after fixing issues.","Why do updates fail midway","IPBX / VoIP","1.1.7"
"a. Not required.
b. But avoid active configuration changes.
c. Update forces internal reload.
d. Recommended to notify users.","Should users log out before updating","IPBX / VoIP","1.1.7"
"a. No official rollback.
b. You can restore backup.
c. Always create backup before update.
d. Restore option is in the sidebar.","Can updates be rolled back","IPBX / VoIP","1.1.7"
"a. Default safety message.
b. Reminds about backup.
c. Alerts about disk space.
d. Cannot be removed.","Why does update warning always show","IPBX / VoIP","1.1.7"
"a. Return to Update page.
b. Check if version increased.
c. Check logs.
d. Confirm services are running.","How do I verify update success","IPBX / VoIP","1.1.7"
"a. Open Backups → Destinations.
b. Click Add New.
c. Choose destination type (Windows Share / SSH).
d. Fill host, username, password, and click Create.","How do I create a new backup destination","IPBX / VoIP","1.1.7"
"a. Check SMB credentials.
b. Ensure share permissions allow write access.
c. Verify host IP is reachable.
d. Ensure correct share path is configured.","Why is my Windows Share destination failing to authenticate","IPBX / VoIP","1.1.7"
"a. Activates the destination.
b. Allows job assignment.
c. Disabled destinations cannot be used for backup.
d. You can re-enable anytime.","What does “Enable” checkbox do in destination creation","IPBX / VoIP","1.1.7"
"a. Activates the destination.
b. Allows job assignment.
c. Disabled destinations cannot be used for backup.
d. You can re-enable anytime","What does “Enable” checkbox do in destination creation","IPBX / VoIP","1.1.7"
"a. Go to Backups → Destinations.
b. Click the edit icon.
c. Modify fields.
d. Save.","How do I edit an existing destination","IPBX / VoIP","1.1.7"
"a. Open Destinations list.
b. Click the trash icon.
c. Confirm deletion.
d. Cannot be undone.","How do I delete a destination","IPBX / VoIP","1.1.7"
"a. Sends backup files to remote server.
b. Uses SSH protocol.
c. Requires root or user credentials.
d. More secure than SMB.","What is SSH backup destination used for","IPBX / VoIP","1.1.7"
"a. Host unreachable.
b. Wrong IP or hostname.
c. DNS not resolving.
d. Check network interface settings.","Why do I get “Invalid host”","IPBX / VoIP","1.1.7"
"a. Backup jobs cannot use it.
b. Scheduled jobs may fail.
c. Logs record destination unavailable.
d. Re-enable to resume usage.","What happens if a destination is disabled","IPBX / VoIP","1.1.7"
"a. SMB: \\server\share
b. SSH: /home/user/backup
c. Avoid trailing slashes.
d. Ensure directory exists.","What format must root path follow","IPBX / VoIP","1.1.7"
"a. All backups stored sequentially.
b. Files named with timestamps.
c. No overwrite unless same filename.
d. Consider storage limits.","What happens if multiple jobs write to same destination","IPBX / VoIP","1.1.7"
"a. Yes.
b. Depends on remote SSH settings.
c. Recommended to use restricted user.
d. Ensure path access is granted.","Can root login be used in SSH destination","IPBX / VoIP","1.1.7"
"a. Edit destination.
b. Uncheck Enable.
c. Save.
d. Jobs referencing it will pause.","How do I disable a destination temporarily","IPBX / VoIP","1.1.7"
"a. Daily jobs run every day.
b. Weekday selection is only for weekly frequency.
c. UI prevents invalid combinations.
d. Choose weekly to enable days.","Why is day selection disabled for daily frequency","IPBX / VoIP","1.1.7"
"a. Sends mail after backup.
b. Uses email config module.
c. Input valid email address.
d. Helps track backup success.","What does “Notify at” field do","IPBX / VoIP","1.1.7"
"a. Edit job.
b. Toggle Enable off.
c. Save.
d. Job stops running.","How do I disable a job temporarily","IPBX / VoIP","1.1.7"
"a. Open Jobs list.
b. Click edit icon.
c. Modify settings.
d. Save.","How do I edit an existing job","IPBX / VoIP","1.1.7"
"a. Failed creation.
b. Browser issue.
c. Refresh page.
d. Create again if needed.","Why does my job not appear in the job list","IPBX / VoIP","1.1.7"
"a. Runs once on specified date.
b. Requires exact day number.
c. If date invalid, job fails.
d. Weekly recommended for consistency.","What happens when backup frequency is set to monthly","IPBX / VoIP","1.1.7"
"a. Go to Jobs.
b. Click trash icon.
c. Confirm.
d. Cannot be recovered.","How do I delete a job","IPBX / VoIP","1.1.7"
"a. Destination disabled.
b. Credentials changed.
c. Network unreachable.
d. Update destination config.","Why does backup job fail during destination access","IPBX / VoIP","1.1.7"
"a. Yes.
b. Disable Enable toggle.
c. Save.
d. Re-enable anytime.","Can I pause job without deleting","IPBX / VoIP","1.1.7"
"a. No destination created.
b. Destination not enabled.
c. Destination unreachable.
d. Create destination first.","Why is destination dropdown empty in Restore page","IPBX / VoIP","1.1.7"
"a. Restore rewrites system state.
b. Old configuration is deleted.
c. Only selected backup will exist.
d. Mandatory to avoid conflicts.","Why does restore warn about clearing current data","IPBX / VoIP","1.1.7"
"a. No.
b. Only current version backups allowed.
c. Prevents version mismatch issues.
d. Check backup version before restoring.","Can I restore older version backups","IPBX / VoIP","1.1.7"
"a. Large backup file.
b. Slow destination.
c. System reboot time.
d. Avoid page refresh.","Why does restore take long time","IPBX / VoIP","1.1.7"
"a. No.
b. Interrupting may corrupt system.
c. Wait until completion.
d. System restarts afterwards.","Can restore be stopped in between","IPBX / VoIP","1.1.7"
"a. Network interruption.
b. Destination offline.
c. Backup file incomplete.
d. Retry after verifying destination.","Why does restore fail at 50%","IPBX / VoIP","1.1.7"
"a. These are dialable shortcodes enabling quick actions.
b. Users dial codes like *97 for voicemail or *72 for call forwarding.
c. Feature codes behave like shortcuts for PBX functions.
d. Admins can customize them under Feature Codes.","What are feature codes in Nexbro","IPBX / VoIP","1.1.7"
"a. Go to Applications → Feature Codes.
b. Select the feature code from the list.
c. Toggle the enabled/disabled switch.
d. Save changes to apply instantly.","How do I enable or disable a specific feature code","IPBX / VoIP","1.1.7"
"a. Check if the code is enabled.
b. Verify user permissions.
c. Ensure there is no dial plan conflict.
d. Confirm the extension has the needed feature allowed.","Why is a feature code not working for a user","IPBX / VoIP","1.1.7"
"a. Check agent login status.
b. Ensure queue strategy is correctly defined.
c. Verify extension registration.
d. Inspect queue timeouts and failover destinations","Why are calls not routing to queue agents","IPBX / VoIP","1.1.7"
"a. Go to Conferences.
b. Click Add New.
c. Enter room number and PINs.
d. Save configuration.","How do I create a conference room","IPBX / VoIP","1.1.7"
"a. Check if the correct PIN is used.
b. Confirm conference extension is active.
c. Ensure SIP devices are registered.
d. Review ACL restrictions.","Why can users not enter the conference room","IPBX / VoIP","1.1.7"
"a. Go to Emergency Number.
b. Enter the emergency number (e.g., 100/911).
c. Assign the routing trunk.
d. Save settings.","How do I configure an emergency number","IPBX / VoIP","1.1.7"
"a. A quick shortcode to call frequently used numbers.
b. Users dial *code to trigger the saved number.
c. Admin configures them centrally.
d. Managed under Speed Dialer.","What is a speed dial in Nexbro","IPBX / VoIP","1.1.7"
"a. Navigate to Speed Dialer.
b. Click Add New.
c. Enter code + destination number.
d. Save and apply.","How do I add a speed dial","IPBX / VoIP","1.1.7"
"Gateway not responding

Insufficient channels

Incorrect caller ID

Retry after re-registering SIP Profile.","Why are originated calls stuck in “Pending”","IPBX / VoIP","1.1.7"
"Navigate to Blocked Calls

Add number or range

Save to activate immediately.","How do I block a number","IPBX / VoIP","1.1.7"
"Disable unused campaigns.
Reduce recording bitrate.
Limit concurrent call processing.","Why is system CPU usage showing high","IPBX / VoIP","1.1.7"
"a. Take any registered extension phone.
b. Dial the feature code.
c. Confirm the voice prompt or system action.
d. Report issues if the action does not execute.","How do I test if a feature code is working","IPBX / VoIP","1.1.7"
"a. Dial the IVR number.
b. Listen to the prompts.
c. Test each key option.
d. Report issues.","How do I test an IVR","IPBX / VoIP","1.1.7"
"a. Go to Caller ID Numbers.
b. Click the delete icon near the number.
c. Confirm deletion.
d. Refresh the page.","How do I delete a Caller ID number","IPBX / VoIP","1.1.7"
"a. Edit the relevant extension.
b. Open Effective Caller Id number  Settings.
c. Select a Caller ID from the dropdown.
d. Save","How do I assign a Caller ID to a specific extension","IPBX / VoIP","1.1.7"
